user_id,age,income_monthly,expenses_monthly,debt_amount,dti_ratio,savings,asset_value,credit_score,risk_tolerance,investment_experience,employment_status,education_level,financial_goal,payment_behavior,default_history,risk_score,investment_growth_potential,loan_default_probability
1026,32,44103.94,42784.21,279378.84,0.528,391215.24,902469.74,533,9,1.8,Student,High School,Home Purchase,0.632,1,5.3,15.48,0.454
1027,29,128410.65,113751.54,0.0,0.0,1045827.23,4288128.96,548,2,0.2,Self-Employed,Master,Wealth Building,0.733,0,2.0,3.71,0.182
1028,30,64831.89,47421.22,34434.79,0.044,295243.91,831327.47,693,6,3.5,Employed,High School,Home Purchase,0.639,0,1.6,8.62,0.211
1029,43,80484.06,50403.51,46446.12,0.048,35954.36,302974.22,627,3,3.1,Employed,High School,Emergency Fund,0.7,0,1.7,5.88,0.204
1030,31,64783.45,53191.64,28173.52,0.036,256378.29,793935.56,491,2,3.4,Retired,College,Education,0.508,1,3.9,1.64,0.295
1031,54,360986.1,199974.77,87785.67,0.02,888500.66,4052223.03,684,1,0.7,Self-Employed,Bachelor,Wealth Building,0.818,0,1.2,5.16,0.107
1032,18,97787.49,75438.52,184412.9,0.157,234410.8,960090.43,522,4,4.8,Employed,Bachelor,Home Purchase,0.855,0,2.1,3.51,0.221
1033,34,47079.94,36525.59,0.0,0.0,46911.65,225024.14,850,8,2.0,Employed,High School,Education,0.913,0,1.0,11.65,0.082
1034,21,175567.95,150818.4,10480.04,0.005,943215.2,2486850.54,432,3,2.3,Employed,Bachelor,Wealth Building,0.741,0,2.5,5.91,0.201
1035,38,41999.35,46785.14,0.0,0.0,240808.71,707050.47,655,5,2.4,Employed,Master,Home Purchase,0.792,0,1.3,3.03,0.167
1036,39,114256.88,86705.25,90168.78,0.066,0.0,49236.96,538,10,1.0,Unemployed,Bachelor,Emergency Fund,0.818,0,2.0,7.53,0.188
1037,43,25040.03,15616.35,45402.76,0.151,105190.69,312702.5,741,5,0.9,Employed,High School,Home Purchase,0.94,0,1.0,4.37,0.176
1038,22,38959.18,27121.97,67063.45,0.143,39102.23,163518.48,609,5,0.0,Employed,High School,Wealth Building,0.435,0,2.6,5.48,0.344
1039,39,113300.95,49244.97,94749.7,0.07,338819.79,864649.79,751,9,1.5,Employed,Bachelor,Emergency Fund,0.649,0,2.0,15.7,0.191
1040,26,165533.13,98623.48,49602.55,0.025,1252237.52,3375035.76,726,8,2.0,Employed,Bachelor,Retirement,0.811,0,1.0,10.16,0.12
1041,35,111297.02,71075.13,53982.39,0.04,331192.87,352013.75,543,8,4.1,Employed,Master,Education,0.992,1,3.7,13.18,0.125
1042,30,91039.27,56570.59,0.0,0.0,815540.75,2786789.71,577,1,0.2,Self-Employed,Bachelor,Emergency Fund,0.627,0,2.0,6.4,0.216
1043,22,79955.65,57796.2,48345.33,0.05,543626.52,598723.4,615,1,7.7,Employed,High School,Emergency Fund,0.372,1,3.7,9.58,0.307
1044,42,35067.66,20221.31,157994.61,0.375,204467.28,670938.45,643,2,0.9,Self-Employed,Bachelor,Wealth Building,0.663,0,3.0,3.94,0.363
1045,32,59641.63,51778.15,91013.21,0.127,86167.74,960530.98,630,8,1.4,Employed,Bachelor,Wealth Building,0.383,0,2.5,8.07,0.338
1046,43,71507.16,50057.23,74651.32,0.087,380214.56,1657748.41,722,10,0.1,Employed,College,Education,0.788,0,1.2,13.07,0.174
1047,44,206898.9,144540.6,0.0,0.0,599954.99,1996123.72,673,1,3.2,Employed,PhD,Wealth Building,0.65,0,1.6,2.03,0.166
1048,48,125559.22,81715.92,16798.56,0.011,835572.67,1916560.91,588,4,3.7,Employed,Bachelor,Emergency Fund,0.615,0,2.0,12.8,0.213
1049,29,28735.02,20783.43,41003.81,0.119,4503.66,13803.38,558,9,7.9,Employed,Bachelor,Education,0.799,0,2.0,17.07,0.245
1050,25,123854.01,102026.56,0.0,0.0,31790.26,218800.65,568,2,1.2,Employed,College,Education,0.51,0,2.3,4.74,0.245
1051,47,75390.94,42967.59,147070.77,0.163,433878.76,596954.34,682,3,0.9,Employed,College,Home Purchase,0.643,1,3.0,6.48,0.256
1052,36,61460.78,36955.3,62174.27,0.084,42028.1,231794.61,630,6,3.9,Employed,Bachelor,Emergency Fund,0.673,1,3.1,9.98,0.233
1053,48,151474.63,99131.22,115789.77,0.064,288305.07,1345377.07,850,10,3.7,Employed,Bachelor,Emergency Fund,0.771,0,1.0,12.24,0.121
1054,23,203149.95,101192.92,350288.3,0.144,379799.21,851904.21,649,3,8.3,Self-Employed,High School,Wealth Building,0.802,0,1.6,10.15,0.184
1055,41,189452.97,109335.45,0.0,0.0,1014522.67,3557424.14,668,4,0.7,Employed,College,Emergency Fund,0.696,1,2.7,5.12,0.155
1056,35,54860.44,34483.45,169160.98,0.257,0.0,0.0,469,9,3.7,Self-Employed,Bachelor,Wealth Building,0.729,1,4.0,18.14,0.326
1057,34,79503.1,66079.67,65719.98,0.069,281399.5,857487.76,516,9,0.2,Student,Master,Emergency Fund,0.772,0,2.2,8.53,0.218
1058,31,124478.02,92037.08,35918.61,0.024,674806.54,2612795.68,537,10,2.0,Employed,College,Home Purchase,0.642,0,2.2,14.01,0.222
1059,23,195415.16,142465.17,4658.51,0.002,35099.82,78765.45,596,5,0.4,Employed,Bachelor,Emergency Fund,0.833,0,1.5,4.34,0.131
1060,41,70585.36,58418.89,0.0,0.0,216775.3,583141.11,501,7,3.2,Employed,College,Home Purchase,0.663,0,2.3,7.71,0.229
1061,31,86685.22,58893.44,0.0,0.0,379888.57,1394318.74,534,9,2.8,Employed,Bachelor,Emergency Fund,0.588,0,2.3,6.52,0.239
1062,37,45504.46,34518.3,50595.36,0.093,23993.97,91696.21,716,8,0.2,Employed,Bachelor,Emergency Fund,0.457,0,2.1,10.81,0.288
1063,54,42729.95,29249.37,43216.93,0.084,29248.98,138875.29,564,7,1.2,Self-Employed,High School,Retirement,0.419,0,2.7,7.48,0.334
1064,29,174340.94,128978.18,88465.35,0.042,662466.82,1297094.57,645,8,1.5,Employed,Bachelor,Emergency Fund,0.85,0,1.3,13.5,0.133
1065,32,255089.06,156264.04,0.0,0.0,35684.41,102516.68,709,5,0.9,Self-Employed,College,Home Purchase,0.848,0,1.0,8.17,0.092
1066,33,93863.13,31366.94,51333.29,0.046,11783.31,23590.81,744,5,0.1,Employed,College,Education,0.813,0,1.0,7.0,0.138
1067,31,199281.37,135483.06,43460.81,0.018,511399.85,675236.32,679,5,1.2,Employed,Bachelor,Home Purchase,0.533,0,1.8,2.84,0.208
1068,31,127152.85,116142.97,10103.14,0.007,210511.33,876811.77,685,1,4.7,Employed,Bachelor,Emergency Fund,0.48,0,2.7,6.61,0.229
1069,41,62844.34,52722.15,0.0,0.0,160158.74,420916.06,747,6,1.3,Employed,Bachelor,Wealth Building,0.617,0,1.3,6.18,0.188
1070,48,127131.46,107401.88,23389.26,0.015,236052.02,491398.11,691,5,1.2,Employed,High School,Retirement,0.781,1,2.4,2.79,0.141
1071,36,289707.07,256512.32,96437.56,0.028,0.0,0.0,753,8,8.5,Employed,Bachelor,Wealth Building,0.875,0,1.0,15.06,0.082
1072,42,96270.94,68669.93,333003.28,0.288,150474.42,367405.45,435,8,0.1,Self-Employed,High School,Retirement,0.876,0,3.7,5.79,0.288
1073,33,295153.42,215343.15,54310.6,0.015,0.0,117457.76,641,2,4.4,Employed,College,Retirement,0.84,0,1.3,-0.59,0.113
1074,33,15774.95,9580.95,83100.92,0.439,16406.39,67788.42,655,6,2.0,Self-Employed,Bachelor,Wealth Building,0.658,1,3.7,12.38,0.407
1075,31,175489.02,114522.22,155201.28,0.074,1402096.56,1886481.58,638,10,8.7,Employed,Bachelor,Emergency Fund,0.733,0,2.6,14.15,0.183
1076,27,104917.85,83133.3,26611.7,0.021,171396.86,769512.37,662,10,1.5,Employed,PhD,Home Purchase,0.715,1,2.7,7.02,0.174
1077,47,80073.07,70510.96,0.0,0.0,158851.92,561257.73,609,6,3.7,Self-Employed,Bachelor,Wealth Building,0.621,0,1.9,6.46,0.213
1078,29,105264.61,71483.41,86406.14,0.068,0.0,0.0,728,3,0.2,Student,College,Education,0.603,0,1.5,2.45,0.211
1079,41,24555.76,15530.82,0.0,0.0,11481.66,85307.2,596,1,7.9,Self-Employed,Master,Retirement,0.826,0,2.3,9.9,0.184
1080,26,84645.71,59258.7,28552.79,0.028,119035.07,703718.33,628,7,1.3,Employed,College,Home Purchase,0.641,0,1.8,4.14,0.212
1081,35,126750.87,100156.13,142176.49,0.093,255661.27,1745872.1,794,10,2.2,Retired,College,Education,0.862,0,1.0,8.6,0.123
1082,34,277763.64,134276.99,69661.5,0.021,1168675.35,2442873.36,780,5,0.4,Self-Employed,Bachelor,Home Purchase,0.865,0,1.0,9.66,0.077
1083,26,68679.83,24420.68,80696.61,0.098,30196.06,140774.13,665,10,8.7,Employed,Master,Emergency Fund,0.947,0,1.2,14.52,0.145
1084,31,56053.09,34608.27,0.0,0.0,61613.19,265799.22,586,5,3.4,Retired,Bachelor,Education,0.62,0,2.0,8.86,0.228
1085,24,69478.32,35912.87,27375.44,0.033,454532.66,2237315.12,486,8,0.2,Self-Employed,Bachelor,Wealth Building,0.639,0,2.5,8.11,0.253
1086,35,187358.93,116870.56,121422.61,0.054,1342248.62,3083185.82,636,5,0.5,Self-Employed,Bachelor,Home Purchase,0.649,0,1.8,12.81,0.199
1087,18,124259.3,84227.05,0.0,0.0,172475.32,335121.74,700,5,1.5,Self-Employed,Bachelor,Wealth Building,0.793,0,1.1,3.4,0.129
1088,34,68129.65,43058.81,481524.76,0.589,150503.13,349689.15,577,1,0.7,Employed,Bachelor,Wealth Building,0.517,1,4.6,3.71,0.492
1089,41,141391.4,129778.94,0.0,0.0,637729.38,3072962.27,650,2,1.1,Self-Employed,College,Home Purchase,0.919,0,1.1,8.55,0.1
1090,34,105657.11,79138.41,21852.89,0.017,0.0,40193.83,615,5,18.0,Employed,College,Home Purchase,0.562,0,2.0,10.38,0.229
1091,27,194473.56,144896.64,42626.91,0.018,425703.97,1388155.64,477,7,3.2,Retired,College,Retirement,0.5,0,2.8,7.85,0.266
1092,28,60389.04,47908.5,0.0,0.0,213233.17,689296.44,661,3,7.7,Employed,Master,Retirement,0.41,0,2.2,10.63,0.271
1093,47,78482.94,41531.21,75478.83,0.08,278674.27,720339.7,693,1,1.7,Self-Employed,Bachelor,Education,0.91,0,1.1,6.37,0.139
1094,36,75021.07,64208.04,0.0,0.0,411056.78,2113668.19,665,2,3.7,Employed,Bachelor,Education,0.548,1,3.0,2.96,0.224
1095,43,35437.98,24403.85,0.0,0.0,426546.06,1342902.7,811,3,1.8,Self-Employed,High School,Education,0.588,0,1.0,9.81,0.196
1096,44,121453.19,97232.03,0.0,0.0,86127.1,378753.98,617,9,1.2,Employed,College,Retirement,0.871,0,1.4,11.25,0.126
1097,30,118508.35,63902.24,131453.21,0.092,232056.2,1464021.08,609,8,2.2,Employed,Master,Wealth Building,0.661,0,2.0,12.12,0.228
1098,24,99069.75,46259.25,34216.17,0.029,96472.96,439618.24,850,4,1.7,Self-Employed,College,Emergency Fund,0.703,0,1.0,10.8,0.138
1099,41,83766.55,68913.35,3522.65,0.004,68332.53,327826.85,525,8,11.8,Employed,Bachelor,Emergency Fund,0.79,1,3.3,16.81,0.182
1100,26,36652.63,27726.3,0.0,0.0,51483.15,193246.53,588,9,2.1,Employed,College,Home Purchase,0.946,0,2.1,11.53,0.14
1101,29,73537.32,41525.95,0.0,0.0,107501.09,376640.92,686,3,5.0,Employed,Bachelor,Retirement,0.681,0,1.4,4.99,0.179
1102,36,77660.33,44231.48,233092.23,0.25,66474.38,213310.78,762,6,3.3,Employed,Bachelor,Home Purchase,0.68,1,2.8,17.27,0.26
1103,32,56297.53,48912.15,128092.27,0.19,310887.79,1102750.84,743,8,2.0,Employed,Bachelor,Emergency Fund,0.435,1,3.2,8.11,0.322
1104,18,88176.87,45992.02,10478.2,0.01,0.0,0.0,546,10,1.9,Employed,Bachelor,Home Purchase,0.736,0,2.0,13.42,0.195
1105,22,130984.67,123964.02,0.0,0.0,917872.09,2091529.86,812,7,1.3,Employed,Bachelor,Retirement,0.367,0,1.4,10.66,0.229
1106,45,369656.74,208821.64,32611.86,0.007,305404.49,888947.74,696,9,0.3,Self-Employed,Bachelor,Retirement,0.813,0,1.1,12.34,0.1
1107,34,111547.35,88764.79,287271.32,0.215,6175.53,6660.49,568,7,4.3,Student,Master,Retirement,0.611,0,2.7,17.03,0.303
1108,42,118217.95,76925.28,254688.48,0.18,885030.91,3481918.16,576,1,7.5,Self-Employed,Bachelor,Emergency Fund,0.681,0,2.3,6.4,0.265
1109,26,93703.22,74070.35,153068.38,0.136,14171.01,37848.05,657,9,0.7,Employed,College,Retirement,0.782,1,2.8,10.58,0.204
1110,23,25767.26,15934.04,0.0,0.0,82271.71,405030.67,850,5,7.8,Self-Employed,Bachelor,Education,0.886,0,1.0,15.06,0.105
1111,42,96900.53,65464.16,50205.89,0.043,680455.99,1069641.7,671,6,0.8,Employed,Bachelor,Education,0.886,0,1.2,7.49,0.131
1112,47,102966.72,72708.7,65054.94,0.053,603440.56,3069873.67,850,2,2.3,Self-Employed,Master,Retirement,0.334,0,1.4,7.26,0.257
1113,26,553639.75,304320.2,52526.56,0.008,2079464.28,4595348.44,737,2,1.3,Employed,College,Education,0.429,0,1.7,4.71,0.195
1114,45,86279.5,69983.34,185023.81,0.179,53780.26,190379.91,523,4,0.4,Employed,College,Retirement,0.865,0,2.2,8.45,0.23
1115,25,121915.46,75955.52,24938.24,0.017,136062.97,593472.42,790,4,0.2,Self-Employed,Master,Emergency Fund,0.643,0,1.8,7.76,0.16
1116,18,96346.06,64138.54,26747.61,0.023,774896.13,3208355.77,555,5,1.4,Employed,Master,Education,0.731,0,2.0,5.97,0.197
1117,40,43561.34,23995.66,0.0,0.0,69285.64,404293.58,588,7,0.1,Unemployed,Bachelor,Emergency Fund,0.591,0,2.1,3.04,0.242
1118,25,219690.71,69345.36,164435.65,0.062,692757.82,3645889.58,677,1,0.3,Self-Employed,High School,Education,0.794,0,1.4,-2.36,0.145
1119,22,167100.9,112182.5,57276.09,0.029,157153.99,397600.67,647,10,0.5,Employed,College,Wealth Building,0.815,0,1.4,6.21,0.139
1120,23,171737.49,182366.72,237629.34,0.115,0.0,0.0,739,4,0.0,Self-Employed,College,Wealth Building,0.994,0,1.0,5.23,0.098
1121,31,52230.86,42708.69,30591.82,0.049,17183.77,63422.71,700,9,0.5,Employed,Bachelor,Emergency Fund,0.544,1,3.2,3.69,0.245
1122,18,263538.84,183715.81,0.0,0.0,0.0,111851.74,638,8,2.6,Employed,College,Education,0.503,0,2.0,10.31,0.212
1123,40,37001.15,24441.72,56682.55,0.128,80588.4,319814.95,819,3,5.1,Employed,Master,Wealth Building,0.754,0,1.0,7.47,0.194
1124,39,148865.72,104707.66,23803.48,0.013,239034.11,1196802.25,602,6,0.6,Employed,High School,Retirement,0.737,0,1.7,10.39,0.17
1125,39,457402.46,357719.77,0.0,0.0,1005560.6,2152539.34,549,9,0.3,Employed,Bachelor,Home Purchase,0.73,0,2.0,12.14,0.151
1126,47,49346.62,25802.27,60316.6,0.102,493481.66,2271233.02,696,8,3.9,Employed,Bachelor,Wealth Building,0.448,0,2.0,14.17,0.297
1127,44,66409.25,57586.66,0.0,0.0,0.0,64043.02,648,7,0.0,Employed,Bachelor,Wealth Building,0.84,0,1.3,9.75,0.143
1128,25,105847.64,85451.56,13649.43,0.011,1009383.06,3672257.99,674,7,4.0,Employed,Bachelor,Retirement,0.799,0,1.3,9.52,0.142
1129,41,69394.79,56052.1,36767.39,0.044,61314.29,217369.45,723,1,0.4,Self-Employed,Bachelor,Wealth Building,0.952,0,1.6,2.39,0.108
1130,46,33340.75,25531.39,14239.09,0.036,0.0,0.0,631,5,0.8,Employed,Master,Wealth Building,0.575,0,2.0,4.33,0.258
1131,43,103569.08,72803.11,119841.25,0.096,870281.89,1952606.31,835,7,0.4,Employed,Bachelor,Wealth Building,0.645,0,1.0,9.38,0.185
1132,43,46928.83,37586.67,122588.6,0.218,246591.3,743455.76,676,2,0.9,Employed,High School,Education,0.737,0,1.8,-0.83,0.263
1133,33,137518.63,108470.86,10611.96,0.006,212197.4,349508.95,604,6,4.8,Employed,High School,Wealth Building,0.606,0,2.0,13.1,0.208
1134,28,51865.19,33551.27,227268.12,0.365,2574.0,172001.5,708,2,0.4,Retired,Master,Home Purchase,0.855,0,1.7,0.84,0.277
1135,32,292129.97,179356.04,727533.36,0.208,98855.31,137875.84,641,3,15.4,Employed,Bachelor,Education,0.744,0,1.9,9.96,0.219
1136,28,57052.24,40808.24,62693.08,0.092,306587.9,1158212.0,661,1,1.2,Self-Employed,PhD,Education,0.44,0,2.2,4.06,0.3
1137,45,78791.23,73461.24,0.0,0.0,33781.01,46721.55,539,3,7.7,Employed,Bachelor,Emergency Fund,0.747,0,2.0,11.81,0.192
1138,36,174461.97,89696.82,31536.02,0.015,400472.88,657327.6,550,7,0.6,Self-Employed,College,Wealth Building,0.578,0,2.3,3.77,0.226
1139,43,41705.78,20013.4,0.0,0.0,222711.09,298848.71,756,5,0.6,Retired,Bachelor,Home Purchase,0.687,0,1.1,5.84,0.175
1140,20,115753.93,83888.51,1008859.04,0.726,168690.32,425983.97,526,4,2.5,Employed,Bachelor,Home Purchase,0.268,0,5.8,8.4,0.62
1141,30,246471.08,174411.11,16011.0,0.005,0.0,0.0,637,8,0.2,Employed,Bachelor,Emergency Fund,0.676,1,2.9,14.83,0.164
1142,24,32040.68,23261.58,61090.18,0.159,65988.68,610307.88,682,8,4.8,Employed,Master,Home Purchase,0.589,0,1.9,11.81,0.292
1143,18,112335.33,82745.42,71655.29,0.053,0.0,0.0,791,1,1.7,Retired,Bachelor,Education,0.7,0,1.0,1.59,0.159
1144,37,118411.12,78923.34,229842.05,0.162,265921.9,940885.02,601,9,3.6,Employed,College,Retirement,0.787,0,1.9,18.38,0.22
1145,24,170633.97,157576.98,85796.97,0.042,262946.98,982775.31,725,9,0.6,Self-Employed,Bachelor,Education,0.697,0,1.3,13.2,0.161
1146,31,41528.47,19097.47,0.0,0.0,115693.36,362707.91,637,2,3.1,Employed,Bachelor,Retirement,0.707,0,1.6,9.16,0.197
1147,25,39170.55,22551.48,0.0,0.0,7520.17,27583.52,431,2,2.7,Student,Bachelor,Home Purchase,0.764,0,2.4,1.22,0.23
1148,30,142252.52,97373.53,0.0,0.0,258007.66,566008.71,654,8,4.2,Employed,Bachelor,Wealth Building,0.735,0,2.6,13.18,0.154
1149,40,121526.7,55114.99,36365.15,0.025,317709.57,939968.18,643,6,1.1,Unemployed,Bachelor,Retirement,0.641,0,1.7,4.78,0.199
1150,25,117635.37,79241.75,0.0,0.0,278623.23,714251.58,692,3,8.1,Unemployed,Bachelor,Education,0.799,0,1.1,4.64,0.13
1151,30,125808.19,119419.72,23128.38,0.015,1344981.99,2028237.38,585,2,9.8,Employed,Bachelor,Education,0.735,0,2.4,10.12,0.179
1152,40,61327.44,43121.35,42539.07,0.058,91303.46,319765.32,596,5,6.1,Self-Employed,Bachelor,Education,0.763,0,1.8,11.49,0.203
1153,41,116143.01,85319.25,0.0,0.0,258178.55,769594.3,770,8,2.5,Self-Employed,College,Education,0.819,0,1.0,9.33,0.106
1154,31,121194.35,61927.32,21874.41,0.015,664138.68,1395153.55,616,6,1.6,Employed,Bachelor,Emergency Fund,0.446,0,2.2,12.61,0.26
1155,37,59871.39,36374.61,62807.22,0.087,112340.12,325195.56,458,3,0.2,Employed,Bachelor,Home Purchase,0.817,0,2.4,3.48,0.232
1156,43,364412.65,234579.91,0.0,0.0,329490.16,1351302.45,699,9,8.8,Employed,High School,Wealth Building,0.705,0,1.3,14.1,0.129
1157,24,137541.79,89724.38,34057.44,0.021,466832.19,2016015.71,736,8,9.1,Employed,Master,Emergency Fund,0.632,1,4.2,13.94,0.175
1158,27,42876.86,38256.73,13439.62,0.026,20769.02,94337.82,735,10,0.1,Retired,College,Home Purchase,0.734,0,1.6,10.8,0.176
1159,31,156308.6,122491.8,210059.43,0.112,1030759.66,3107365.59,588,6,1.3,Employed,High School,Retirement,0.756,0,2.5,11.99,0.206
1160,39,49897.33,26609.31,36400.12,0.061,0.0,0.0,650,1,6.4,Self-Employed,Bachelor,Emergency Fund,0.45,0,2.2,2.56,0.291
1161,36,171263.61,126217.12,16845.91,0.008,52209.19,163909.54,703,2,0.3,Employed,College,Emergency Fund,0.852,0,1.3,1.36,0.106
1162,35,222129.74,172091.3,50601.72,0.019,542804.07,817585.26,746,4,0.7,Employed,Bachelor,Emergency Fund,0.459,0,1.6,2.25,0.212
1163,24,55576.87,48408.7,0.0,0.0,151446.61,385050.35,700,2,11.5,Employed,Bachelor,Emergency Fund,0.887,0,1.0,14.15,0.121
1164,43,193757.62,181566.61,64111.02,0.028,891396.18,2782342.56,727,3,5.6,Employed,College,Retirement,0.397,0,1.8,6.35,0.242
1165,30,131787.58,72184.78,10441.39,0.007,37478.74,127252.91,576,8,7.3,Employed,PhD,Education,0.692,0,1.9,10.84,0.19
1166,32,175508.39,101509.03,0.0,0.0,687758.22,3310748.55,420,9,0.5,Employed,College,Emergency Fund,0.699,0,2.6,9.87,0.215
1167,36,372411.64,190437.65,83420.36,0.019,368777.46,1767579.52,755,6,0.7,Employed,Bachelor,Home Purchase,0.853,0,1.0,10.4,0.078
1168,54,83135.6,55276.61,21011.86,0.021,222287.91,713532.94,555,4,2.8,Self-Employed,Master,Education,0.77,0,1.9,8.89,0.189
1169,28,58243.32,44844.66,331382.58,0.474,237026.88,406452.82,632,2,2.1,Employed,Bachelor,Retirement,0.642,0,3.1,2.82,0.399
1170,28,52962.53,44917.53,101109.62,0.159,21629.38,7412341.26,730,7,1.1,Student,PhD,Wealth Building,0.792,0,1.3,7.83,0.207
1171,31,55766.73,38401.38,40138.85,0.06,45441.26,179616.89,652,10,6.5,Self-Employed,Master,Retirement,0.899,0,1.3,10.36,0.153
1172,46,93529.18,60983.17,28419.54,0.025,155193.95,593537.56,720,7,6.9,Employed,Master,Wealth Building,0.626,0,2.0,12.39,0.192
1173,36,125342.64,90593.11,53907.9,0.036,395082.62,1957369.17,850,10,1.0,Employed,College,Home Purchase,0.769,0,1.0,15.86,0.115
1174,38,119812.53,68859.68,110502.2,0.077,676549.06,2089246.87,705,9,0.5,Employed,Bachelor,Wealth Building,0.772,0,1.8,9.01,0.166
1175,43,176138.92,178504.61,58367.0,0.028,0.0,81454.85,577,5,0.5,Employed,Master,Emergency Fund,0.662,0,2.0,8.65,0.2
1176,46,99618.32,45709.95,48186.84,0.04,407054.53,1345624.34,505,10,2.0,Employed,Master,Education,0.734,0,2.2,10.75,0.215
1177,28,273067.38,198714.16,63473.02,0.019,643122.18,2891700.39,717,4,0.4,Student,Master,Education,0.977,0,1.0,2.43,0.058
1178,40,82021.79,82312.22,32733.07,0.033,0.0,0.0,658,10,1.9,Employed,Master,Emergency Fund,0.786,0,1.4,14.5,0.165
1179,46,662727.0,464584.86,42480.23,0.005,725770.81,2957107.69,512,6,1.9,Self-Employed,Bachelor,Education,0.865,0,1.9,15.47,0.112
1180,37,152965.42,102715.38,7436.89,0.004,754455.67,2459895.69,767,2,6.5,Employed,High School,Retirement,0.585,0,1.2,8.36,0.172
1181,26,54175.81,35018.33,0.0,0.0,397991.01,1731720.74,722,2,1.1,Employed,College,Emergency Fund,0.532,0,1.5,2.79,0.223
1182,24,46647.53,31391.05,158534.3,0.283,0.0,0.0,648,9,2.5,Self-Employed,High School,Emergency Fund,0.737,0,2.0,10.69,0.296
